Timestamp	Filename	Error	Message
2017-04-07 14:13:18.655 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Name'; 12 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.656 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Name for Labels'; 7 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.656 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Name for Labels'; 12 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.657 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Company'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.657 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Company'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.657 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Job Title'; 5 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.657 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Job Title'; 6 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.658 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Website'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.658 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Group'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.659 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Office Email'; 7 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.659 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Office Email'; 7 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.659 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Personal Email'; 3 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.660 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Personal Email'; 4 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.660 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Video'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.662 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Notes'; 22 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.663 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Office Phone'; 4 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.663 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Office Phone'; 3 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.664 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Mobile'; 5 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.664 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Mobile'; 4 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.664 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Personal Phone'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.664 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Personal Phone'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.665 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Fax'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.665 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Work Address 1'; 3 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.665 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work Address 1'; 5 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.666 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Work Address 2'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.666 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work Address 2'; 3 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.667 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Work City'; 3 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.667 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work City'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.667 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Work State'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.667 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work State'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.668 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Work Postal Code'; 3 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.668 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work Postal Code'; 4 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.669 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Work Country'; 2 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.669 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work Country'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.670 +0100	NewStarterRequest.fmp12	0	  Rebuilt word index for field 'Work Address Short'; 9 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.670 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Home Address 1'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.671 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Home Address 2'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.671 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Home City'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.672 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Home State'; 1 item(s) now exist, difference from old index is 0
2017-04-07 14:13:18.672 +0100	NewStarterRequest.fmp12	0	  Rebuilt value index for field 'Home Postal Code'; 1 item(s) now exist, difference from old index is 0
